Version
1.0
Number,Name,Retail,Wholesale,Section,Category,Discontinued,Taxable
048018,NouriShine Plus Lip Gloss Samplers: Rock ’n’ Red,1.25,1.25,2,NouriShine Plus Lip Gloss Samplers,false,false
048001,NouriShine Plus Lip Gloss Samplers: Shock Tart,1.25,1.25,2,NouriShine Plus Lip Gloss Samplers,false,false
047988,NouriShine Plus Lip Gloss Samplers: Silver Moon,1.25,1.25,2,NouriShine Plus Lip Gloss Samplers,false,false
048009,NouriShine Plus Lip Gloss Samplers: Sparkle Berry,1.25,1.25,2,NouriShine Plus Lip Gloss Samplers,false,false
047993,NouriShine Plus Lip Gloss Samplers: Sun Blossoms,1.25,1.25,2,NouriShine Plus Lip Gloss Samplers,false,false
075138,"Discover What You Love Campaign Large Plastic Shopping Bag, pk./50",5.5,5.5,2,Product Packaging,false,false
075139,"Discover What You Love Campaign Small Plastic Shopping Bag, pk./100",4.5,4.5,2,Product Packaging,false,false
017364,Cosmetic Display Tray (single),3.0,3.0,2,Product Presentation Tools,false,true
072658,Day Solution Suncreen / Night Solution Samplers,2.0,2.0,2,Product Samples,false,true
072683,"Extra Emollient Night Cream, pk./12",6.0,6.0,2,Product Samples,false,true
027917,"Firming Eye Cream Samplers, pk./6",1.25,1.25,2,Product Samples,false,false
064608,Microdermabrasion Set Samplers,2.0,2.0,2,Product Samples,false,true
026955,TimeWise Cleanser and Moisturizer Samplers (Combination/Oily),2.0,2.0,2,Product Samples,false,false
026956,TimeWise Cleanser and Moisturizer Samplers (Normal/Dry),2.0,2.0,2,Product Samples,false,false
054405,"TimeWise Repair Volu-Firm Sampler Set, pk./3",4.0,4.0,2,Product Samples,false,false
082829,"Cityscape Cologne Spray Sample Cards, pk./12",3.5,3.5,2,Promotional Items,false,false
082826,"Cityscape Eau de Parfum Spray Vials, pk./6",4.0,4.0,2,Promotional Items,false,false
085204,"Color Cards: Blue Eyes, pk./5",2.0,2.0,2,Promotional Items,false,false
085208,"Color Cards: Brown Eyes, pk./5",2.0,2.0,2,Promotional Items,false,false
085206,"Color Cards: Hazel/Green Eyes, pk./5",2.0,2.0,2,Promotional Items,false,false
083153,Date Book (July 2015 – Dec. 2016) bilingual / Agenda (Julio 2015 – Dic. 2016) bilingüe,3.0,3.0,2,Promotional Items,false,false
084158,Deluxe Mini TimeWise Microdermabrasion Plus Set,4.0,4.0,2,Promotional Items,false,false
080748,"La imagen (de invierno 2015), paq./10",3.5,3.5,2,Promotional Items,false,false
080745,"La imagen (de otoño 2015), paq./10",3.5,3.5,2,Promotional Items,false,false
080742,"La imagen (edición verano 2015), paq./10",3.0,3.0,2,Promotional Items,false,false
083073,NouriShine Plus Lip Gloss Set Deluxe Mini,5.0,5.0,2,Promotional Items,false,false
080744,"The Look (Fall 2015), pk./10",3.5,3.5,2,Promotional Items,false,false
080747,"The Look (Winter 2015), pk./10",3.5,3.5,2,Promotional Items,false,false
081608,TimeWise Microdermabrasion Plus Set Samples,2.25,2.25,2,Promotional Items,false,false
083332,Foundation Finder Tool / Localizador de bases,6.0,6.0,2,Section 2 - Promo,false,false
080740,"La imagen (edición de primavera 2015), paq./10",3.5,3.5,2,Section 2 - Promo,false,false
082401,True Dim Sheer Lipstick Sample Bundle,5.0,5.0,2,Section 2 - Promo,false,false
083157,Deluxe Mini: Lash Love Mascara - I Love black,2.0,2.0,2,Section 2: Promo,false,false
080241,Deluxe Mini: Oil-Free Eye Makeup Remover,2.0,2.0,2,Section 2: Promo,false,false
075166,"Customer Profile, pk./25",1.25,1.25,2,Skin Care Class Supplies,false,false
040012,"Disposable Trays, pk./30",2.25,2.25,2,Skin Care Class Supplies,false,false
006683,"Facial Cloths (Disposable), pk./30",2.25,2.25,2,Skin Care Class Supplies,false,true
033942,Mesh Zip Bag,1.0,1.0,2,Skin Care Class Supplies,false,false
033943,Mirror With Tray,5.5,5.5,2,Skin Care Class Supplies,false,false
054288,Organizer Caddy,15.0,15.0,2,Skin Care Class Supplies,false,false
075167,"Perfil de la clienta, paq./25",1.25,1.25,2,Skin Care Class Supplies,false,false
400700,"Spatulas, pk./24",1.0,1.0,2,Skin Care Class Supplies,false,true
052382,Starter Kit Bag,35.0,35.0,2,Skin Care Class Supplies,false,false
083224,"Folleto En sus marcas, listas ¡y a vender! (Versión 11/14), paq./5",2.0,2.0,2,Team-Building Materials,false,false
083223,"Ready, Set, Sell! Brochure (Version 11/14), pk./5",2.0,2.0,2,Team-Building Materials,false,false
064669,TimeWise Liquid Foundation Samplers: Beige 2,1.0,1.0,2,"TimeWise Liquid Foundation Samplers, strip/6",false,true
064670,TimeWise Liquid Foundation Samplers: Beige 3,1.0,1.0,2,"TimeWise Liquid Foundation Samplers, strip/6",false,true
064671,TimeWise Liquid Foundation Samplers: Beige 4,1.0,1.0,2,"TimeWise Liquid Foundation Samplers, strip/6",false,true
064673,TimeWise Liquid Foundation Samplers: Beige 5,1.0,1.0,2,"TimeWise Liquid Foundation Samplers, strip/6",false,true
064674,TimeWise Liquid Foundation Samplers: Beige 6,1.0,1.0,2,"TimeWise Liquid Foundation Samplers, strip/6",false,true
064675,TimeWise Liquid Foundation Samplers: Beige 7,1.0,1.0,2,"TimeWise Liquid Foundation Samplers, strip/6",false,true
064676,TimeWise Liquid Foundation Samplers: Beige 8,1.0,1.0,2,"TimeWise Liquid Foundation Samplers, strip/6",false,true
064677,TimeWise Liquid Foundation Samplers: Bronze 1,1.0,1.0,2,"TimeWise Liquid Foundation Samplers, strip/6",false,true
064679,TimeWise Liquid Foundation Samplers: Bronze 3,1.0,1.0,2,"TimeWise Liquid Foundation Samplers, strip/6",false,true
064680,TimeWise Liquid Foundation Samplers: Bronze 4,1.0,1.0,2,"TimeWise Liquid Foundation Samplers, strip/6",false,true
064681,TimeWise Liquid Foundation Samplers: Bronze 5,1.0,1.0,2,"TimeWise Liquid Foundation Samplers, strip/6",false,true
064682,TimeWise Liquid Foundation Samplers: Bronze 6,1.0,1.0,2,"TimeWise Liquid Foundation Samplers, strip/6",false,true
064683,TimeWise Liquid Foundation Samplers: Bronze 7,1.0,1.0,2,"TimeWise Liquid Foundation Samplers, strip/6",false,true
064661,TimeWise Liquid Foundation Samplers: Ivory 2,1.0,1.0,2,"TimeWise Liquid Foundation Samplers, strip/6",false,true
064662,TimeWise Liquid Foundation Samplers: Ivory 3,1.0,1.0,2,"TimeWise Liquid Foundation Samplers, strip/6",false,true
064663,TimeWise Liquid Foundation Samplers: Ivory 4,1.0,1.0,2,"TimeWise Liquid Foundation Samplers, strip/6",false,true
064665,TimeWise Liquid Foundation Samplers: Ivory 6,1.0,1.0,2,"TimeWise Liquid Foundation Samplers, strip/6",false,true
064667,TimeWise Liquid Foundation Samplers: Ivory 7,1.0,1.0,2,"TimeWise Liquid Foundation Samplers, strip/6",false,true
064668,TimeWise Liquid Foundation Samplers: Beige 1,1.0,1.0,2,Timewise Liquid Foundation Samplers,false,true
064678,TimeWise Liquid Foundation Samplers: Bronze 2,1.0,1.0,2,Timewise Liquid Foundation Samplers,false,true
064684,TimeWise Liquid Foundation Samplers: Bronze 8,1.0,1.0,2,Timewise Liquid Foundation Samplers,false,true
064660,TimeWise Liquid Foundation Samplers: Ivory 1,1.0,1.0,2,Timewise Liquid Foundation Samplers,false,true
064664,TimeWise Liquid Foundation Samplers: Ivory 5,1.0,1.0,2,Timewise Liquid Foundation Samplers,false,true
059701,True Dimensions Lipstick Samplers: Berry a la Mode,1.25,1.25,2,"True Dimensions Lipstick Samplers, strip/6",false,true
054855,True Dimensions Lipstick Samplers: Chocolatte,1.25,1.25,2,"True Dimensions Lipstick Samplers, strip/6",false,true
059705,True Dimensions Lipstick Samplers: Citrus Flirt,1.25,1.25,2,"True Dimensions Lipstick Samplers, strip/6",false,true
054850,True Dimensions Lipstick Samplers: Color Me Coral,1.25,1.25,2,"True Dimensions Lipstick Samplers, strip/6",false,true
059704,True Dimensions Lipstick Samplers: Coral Bliss,1.25,1.25,2,"True Dimensions Lipstick Samplers, strip/6",false,true
059696,True Dimensions Lipstick Samplers: Exotic Mango,1.25,1.25,2,"True Dimensions Lipstick Samplers, strip/6",false,true
054856,True Dimensions Lipstick Samplers: Firecracker,1.25,1.25,2,"True Dimensions Lipstick Samplers, strip/6",false,true
054851,True Dimensions Lipstick Samplers: First Blush,1.25,1.25,2,"True Dimensions Lipstick Samplers, strip/6",false,true
059698,True Dimensions Lipstick Samplers: Lava Berry,1.25,1.25,2,"True Dimensions Lipstick Samplers, strip/6",false,true
054859,True Dimensions Lipstick Samplers: Mystic Plum,1.25,1.25,2,"True Dimensions Lipstick Samplers, strip/6",false,true
054853,True Dimensions Lipstick Samplers: Natural Beauté,1.25,1.25,2,"True Dimensions Lipstick Samplers, strip/6",false,true
054848,True Dimensions Lipstick Samplers: Pink Chérie,1.25,1.25,2,"True Dimensions Lipstick Samplers, strip/6",false,true
054858,True Dimensions Lipstick Samplers: Rosette,1.25,1.25,2,"True Dimensions Lipstick Samplers, strip/6",false,true
059697,True Dimensions Lipstick Samplers: Sassy Fuchsia,1.25,1.25,2,"True Dimensions Lipstick Samplers, strip/6",false,true
054854,True Dimensions Lipstick Samplers: Sienne Brûlée,1.25,1.25,2,"True Dimensions Lipstick Samplers, strip/6",false,true
054857,True Dimensions Lipstick Samplers: Sizzling Red,1.25,1.25,2,"True Dimensions Lipstick Samplers, strip/6",false,true
054860,True Dimensions Lipstick Samplers: Spice 'n' Nice,1.25,1.25,2,"True Dimensions Lipstick Samplers, strip/6",false,true
059699,True Dimensions Lipstick Samplers: Tangerine Pop,1.25,1.25,2,"True Dimensions Lipstick Samplers, strip/6",false,true
054852,True Dimensions Lipstick Samplers: Tuscan Rose,1.25,1.25,2,"True Dimensions Lipstick Samplers, strip/6",false,true
054849,True Dimensions Lipstick Samplers: Wild About Pink,1.25,1.25,2,"True Dimensions Lipstick Samplers, strip/6",false,true
049523,"Botanical Effects Samplers, pk./6: Cleanse Formula 1 (Dry Skin)",1.5,1.5,2,While Supplies Last,false,false
049525,"Botanical Effects Samplers, pk./6: Cleanse Formula 2 (Normal Skin)",1.5,1.5,2,While Supplies Last,false,false
049819,"Botanical Effects Samplers, pk./6: Freshen Formula 2 (Normal Skin)",1.5,1.5,2,While Supplies Last,false,false
049602,"Botanical Effects Samplers, pk./6: Hydrate Formula 1 (Dry Skin)",1.5,1.5,2,While Supplies Last,false,false
049604,"Botanical Effects Samplers, pk./6: Hydrate Formula 2 (Normal Skin)",1.5,1.5,2,While Supplies Last,false,false
049606,"Botanical Effects Samplers, pk./6: Hydrate Formula 3 (Oily Skin)",1.5,1.5,2,While Supplies Last,false,false
050151,"Botanical Effects Samplers, pk./6: Mask Formula 1 (Dry Skin)",1.5,1.5,2,While Supplies Last,false,false
050153,"Botanical Effects Samplers, pk./6: Mask Formula 2 (Normal Skin)",1.5,1.5,2,While Supplies Last,false,false
070889,Botanical Effects Samplers: Freshen Formula 1 (Dry Skin),1.5,0.75,2,While Supplies Last,false,true
070890,Botanical Effects Samplers: Freshen Formula 3 (Oily Skin),1.5,0.75,2,While Supplies Last,false,true
020660,Making the Connection DVD (bilingual),7.5,7.5,2,While Supplies Last,false,true
047987,NouriShine Plus Lip Gloss Samplers: Cream and Sugar,1.25,1.25,2,While Supplies Last,false,false
